247782,-1318,3459,-1692,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
247822,-1303,3514,-1718,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
247861,-1255,3496,-1721,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
247900,-1285,3484,-1694,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
247940,-1329,3486,-1723,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
247979,-1307,3495,-1694,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248019,-1294,3506,-1711,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248055,-1304,3449,-1705,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248091,-1297,3481,-1667,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248127,-1335,3497,-1729,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248163,-1313,3479,-1702,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248200,-1300,3477,-1697,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248236,-1291,3470,-1712,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248272,-1287,3480,-1694,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248308,-1310,3481,-1712,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248344,-1325,3474,-1687,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248381,-1296,3465,-1725,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248423,-1290,3513,-1672,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248466,-1291,3476,-1692,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248509,-1303,3449,-1708,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248552,-1306,3521,-1682,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248595,-1296,3520,-1715,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248637,-1297,3484,-1676,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248680,-1281,3477,-1683,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248723,-1291,3510,-1696,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248766,-1303,3510,-1697,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248809,-1264,3490,-1696,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248844,-1321,3470,-1709,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248879,-1301,3489,-1703,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248915,-1319,3437,-1720,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248950,-1308,3494,-1635,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
248986,-1319,3490,-1739,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249021,-1327,3569,-1684,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249057,-1267,3448,-1671,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249092,-1330,3437,-1698,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249128,-1321,3501,-1709,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249163,-1312,3479,-1726,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249199,-1295,3501,-1672,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249239,-1325,3476,-1691,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249279,-1330,3492,-1714,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249320,-1306,3501,-1696,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249360,-1293,3452,-1706,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249401,-1301,3476,-1705,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249441,-1308,3478,-1687,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249481,-1312,3462,-1733,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249522,-1306,3513,-1664,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249562,-1288,3462,-1754,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249603,-1324,3526,-1657,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249637,-1321,3506,-1740,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249672,-1335,3456,-1704,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249706,-1302,3474,-1700,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249741,-1342,3501,-1733,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249776,-1321,3495,-1683,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249810,-1324,3456,-1708,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249845,-1311,3431,-1708,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249880,-1326,3450,-1709,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249914,-1350,3507,-1718,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249949,-1343,3515,-1736,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
249984,-1306,3430,-1675,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250028,-1319,3424,-1737,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250073,-1346,3461,-1703,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250118,-1316,3480,-1771,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250163,-1335,3437,-1692,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250208,-1341,3457,-1744,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250252,-1357,3449,-1707,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250297,-1342,3487,-1723,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250342,-1334,3454,-1736,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250387,-1334,3468,-1681,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250432,-1334,3472,-1758,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250468,-1335,3453,-1723,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250505,-1326,3462,-1702,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250542,-1331,3491,-1778,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250579,-1333,3464,-1739,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250616,-1322,3430,-1737,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250652,-1316,3491,-1710,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250689,-1331,3487,-1778,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250726,-1313,3511,-1704,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250763,-1295,3453,-1763,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250800,-1323,3455,-1731,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250836,-1320,3483,-1763,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250872,-1324,3493,-1772,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250909,-1303,3453,-1712,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250945,-1304,3464,-1736,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
250981,-1303,3465,-1739,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251018,-1313,3432,-1725,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251054,-1320,3482,-1753,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251090,-1337,3479,-1752,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251127,-1321,3472,-1739,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251163,-1318,3478,-1772,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251200,-1348,3457,-1764,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251242,-1299,3473,-1713,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251284,-1269,3470,-1747,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251326,-1309,3390,-1841,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251368,-1378,3435,-1737,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251410,-1316,3496,-1767,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251452,-1330,3461,-1740,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251494,-1332,3467,-1720,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251536,-1324,3522,-1735,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251578,-1286,3429,-1722,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251620,-1296,3464,-1751,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251652,-1336,3410,-1740,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251685,-1336,3460,-1755,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251718,-1322,3483,-1768,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251751,-1327,3482,-1746,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251784,-1290,3500,-1652,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251817,-1309,3462,-1744,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251850,-1295,3363,-1715,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251883,-1317,3447,-1844,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251916,-1332,3485,-1742,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251949,-1285,3412,-1755,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
251982,-1292,3458,-1751,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252025,-1325,3426,-1765,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252068,-1283,3371,-1722,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252112,-1316,3408,-1755,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252155,-1297,3458,-1769,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252199,-1297,3466,-1849,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252242,-1324,3507,-1724,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252285,-1305,3472,-1843,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252329,-1274,3430,-1741,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252372,-1283,3464,-1809,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252416,-1285,3388,-1763,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252451,-1282,3455,-1746,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252487,-1311,3472,-1847,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252523,-1287,3459,-1754,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252559,-1309,3460,-1794,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252595,-1317,3485,-1766,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252631,-1300,3456,-1781,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252667,-1269,3449,-1771,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252703,-1287,3423,-1712,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252739,-1289,3442,-1841,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252775,-1309,3501,-1729,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252813,-1277,3430,-1789,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252852,-1303,3453,-1741,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252891,-1297,3427,-1775,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252930,-1323,3438,-1745,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
252969,-1302,3461,-1783,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253007,-1277,3448,-1777,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253046,-1293,3470,-1748,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253085,-1331,3488,-1802,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253124,-1279,3435,-1763,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253163,-1299,3454,-1762,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253202,-1298,3460,-1760,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253237,-1296,3445,-1774,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253272,-1308,3441,-1728,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253307,-1309,3464,-1807,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253343,-1276,3490,-1765,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253378,-1261,3445,-1760,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253413,-1279,3424,-1743,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253449,-1279,3480,-1778,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253484,-1283,3486,-1776,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253519,-1285,3467,-1737,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253555,-1279,3465,-1738,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253597,-1273,3467,-1749,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253639,-1256,3518,-1711,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253681,-1310,3470,-1764,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253723,-1279,3455,-1755,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253765,-1283,3444,-1731,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253807,-1276,3444,-1795,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253849,-1300,3511,-1708,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253891,-1257,3471,-1809,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253933,-1284,3475,-1703,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
253975,-1274,3488,-1793,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254017,-1288,3449,-1729,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254052,-1282,3462,-1760,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254088,-1288,3466,-1743,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254123,-1284,3466,-1726,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254159,-1298,3507,-1756,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254194,-1272,3451,-1759,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254230,-1260,3461,-1750,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254265,-1275,3442,-1755,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254301,-1281,3457,-1750,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254336,-1281,3493,-1773,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254372,-1273,3468,-1741,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254410,-1262,3440,-1780,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254448,-1284,3496,-1720,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254486,-1287,3459,-1775,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254524,-1275,3468,-1691,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254563,-1309,3482,-1764,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254601,-1332,3496,-1745,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254639,-1276,3473,-1772,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254677,-1263,3430,-1749,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254715,-1296,3458,-1724,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254754,-1321,3506,-1772,78,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254791,-1285,3461,-1749,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254828,-1321,3420,-1751,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254865,-1306,3465,-1738,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254903,-1278,3458,-1755,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254940,-1291,3428,-1738,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
254977,-1309,3471,-1773,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255014,-1300,3471,-1787,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255052,-1291,3468,-1702,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255089,-1280,3434,-1799,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255126,-1283,3484,-1716,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255164,-1301,3448,-1792,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255205,-1295,3464,-1769,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255247,-1272,3435,-1744,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255289,-1275,3431,-1770,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255331,-1293,3458,-1776,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255373,-1273,3480,-1762,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255414,-1316,3484,-1784,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255456,-1272,3455,-1770,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255498,-1291,3451,-1758,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255540,-1295,3466,-1789,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255582,-1276,3453,-1785,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255619,-1309,3443,-1789,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255656,-1326,3450,-1741,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255693,-1280,3436,-1765,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255731,-1326,3463,-1752,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255768,-1288,3459,-1793,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255805,-1245,3421,-1744,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255843,-1280,3461,-1788,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255880,-1297,3489,-1792,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255917,-1292,3481,-1779,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255955,-1246,3440,-1787,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
255993,-1262,3453,-1740,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256031,-1274,3486,-1789,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256069,-1289,3466,-1753,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256107,-1249,3494,-1810,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256145,-1276,3457,-1778,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256183,-1299,3433,-1736,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256221,-1339,3460,-1751,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256259,-1290,3461,-1792,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256297,-1237,3401,-1760,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256335,-1296,3489,-1755,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256373,-1248,3493,-1804,77,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256413,-1275,3468,-1782,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256453,-1262,3451,-1803,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256493,-1252,3446,-1785,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256533,-1286,3458,-1803,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256573,-1279,3464,-1780,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256613,-1256,3430,-1767,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256653,-1284,3446,-1786,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256693,-1281,3431,-1776,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256733,-1261,3436,-1782,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256774,-1276,3437,-1809,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256808,-1288,3440,-1795,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256843,-1282,3446,-1796,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256877,-1292,3443,-1826,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256912,-1264,3477,-1796,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256947,-1218,3424,-1853,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
256981,-1209,3476,-1800,76,35abaf3e-fa21-4b30-8d21-bc02845ff87b,,berdiri,bersedekap,,
